id,n,raw_description,issuer,artifact_type,artifact_subtype,assurance_function,domain,verification_strength,verification_basis,evidence_dependency,bindingness,is_canonical,is_secondary_pointer,canonical_group_id,dedupe_key,source_file,source_line,tag_confidence,atlas_version,schema_version
S2-T3-84,84,OpenAI “Safety & responsibility” hub referencing system cards under Preparedness v2 (context).,OpenAI,report,system_card,requirements,"[""GPAI"", ""evaluations""]",self_attested,issuer_self_or_industry,self_report,voluntary,False,True,S2-T3-40,OpenAI:OpenAI “Safety & responsibility” hub referencing system cards under Preparedness v2,deep-research-report (2).md,363,1.0,v1.0.0-2026-02-14,governance-atlas-schema-1.0.0
S2-T3-85,85,Google DeepMind Gemini frontier safety framework report (example application).,Google DeepMind,report,framework_policy,requirements,"[""GPAI""]",self_attested,issuer_self_or_industry,self_report,voluntary,True,False,S2-T3-85,Google DeepMind:Google DeepMind Gemini frontier safety framework report,deep-research-report (2).md,364,1.0,v1.0.0-2026-02-14,governance-atlas-schema-1.0.0
S2-T3-86,86,WEF synthetic data governance report (traceability/labeling).,World Economic Forum,report,report,evidence,"[""GPAI""]",independently_verifiable,research_org,third_party_analysis,voluntary,True,False,S2-T3-86,World Economic Forum:WEF synthetic data governance report,deep-research-report (2).md,365,1.0,v1.0.0-2026-02-14,governance-atlas-schema-1.0.0
S2-T3-87,87,Stimson roundup noting cross‑domain nuclear security work (context).,Stimson Center,report,report,evidence,"[""GPAI""]",independently_verifiable,research_org,third_party_analysis,voluntary,True,False,S2-T3-87,Stimson Center:Stimson roundup noting cross‑domain nuclear security work,deep-research-report (2).md,366,1.0,v1.0.0-2026-02-14,governance-atlas-schema-1.0.0
S2-T3-88,88,UK AISI rebrand statement context (AI Now).,UK AI Security Institute,report,report,evidence,"[""GPAI""]",independently_verifiable,official_or_intergov,primary_source_or_official_report,voluntary,True,False,S2-T3-88,UK AI Security Institute:UK AISI rebrand statement context,deep-research-report (2).md,367,1.0,v1.0.0-2026-02-14,governance-atlas-schema-1.0.0
S2-T3-89,89,Brookings analysis of HAIP framework (Jan 2026).,Brookings,report,framework_policy,requirements,"[""GPAI""]",independently_verifiable,research_org,unknown,voluntary,True,False,S2-T3-89,Brookings:Brookings analysis of HAIP framework,deep-research-report (2).md,368,1.0,v1.0.0-2026-02-14,governance-atlas-schema-1.0.0
S2-T3-90,90,OpenAI “international security” PDF referencing Preparedness Framework and governance context (Feb 2026).,OpenAI,report,framework_policy,requirements,"[""GPAI""]",self_attested,issuer_self_or_industry,self_report,voluntary,True,False,S2-T3-90,OpenAI:OpenAI “international security”  referencing Preparedness Framework and governance context,deep-research-report (2).md,369,1.0,v1.0.0-2026-02-14,governance-atlas-schema-1.0.0
S2-T3-91,91,FMF: preliminary best practices for frontier safety evaluations (listed).,Frontier Model Forum,report,report,audit,"[""GPAI"", ""evaluations""]",self_attested,issuer_self_or_industry,self_report,voluntary,True,False,S2-T3-91,Frontier Model Forum:FMF: preliminary best practices for frontier safety evaluations,deep-research-report (2).md,370,1.0,v1.0.0-2026-02-14,governance-atlas-schema-1.0.0
S2-T3-92,92,FMF: components of safety frameworks (listed).,Frontier Model Forum,report,report,requirements,"[""GPAI""]",self_attested,issuer_self_or_industry,self_report,voluntary,True,False,S2-T3-92,Frontier Model Forum:FMF: components of safety frameworks,deep-research-report (2).md,371,1.0,v1.0.0-2026-02-14,governance-atlas-schema-1.0.0
S2-T3-93,93,FMF: preliminary taxonomy of pre‑deployment evaluations (listed).,Frontier Model Forum,report,report,audit,"[""evaluations""]",self_attested,issuer_self_or_industry,self_report,voluntary,True,False,S2-T3-93,Frontier Model Forum:FMF: preliminary taxonomy of pre‑deployment evaluations,deep-research-report (2).md,372,1.0,v1.0.0-2026-02-14,governance-atlas-schema-1.0.0
S2-T3-94,94,FMF annual letter (listed).,Frontier Model Forum,report,report,evidence,"[""GPAI""]",self_attested,issuer_self_or_industry,self_report,voluntary,True,False,S2-T3-94,Frontier Model Forum:FMF annual letter,deep-research-report (2).md,373,1.0,v1.0.0-2026-02-14,governance-atlas-schema-1.0.0
S2-T3-95,95,FMF information‑sharing agreement announcement (listed).,Frontier Model Forum,report,report,evidence,"[""GPAI""]",self_attested,issuer_self_or_industry,self_report,voluntary,True,False,S2-T3-95,Frontier Model Forum:FMF information‑sharing agreement announcement,deep-research-report (2).md,374,1.0,v1.0.0-2026-02-14,governance-atlas-schema-1.0.0
S2-T3-96,96,EU AI Act “no pause” political context (Guardian).,European Commission,report,news_article,evidence,"[""GPAI""]",independently_verifiable,official_or_intergov,unknown,voluntary,True,False,S2-T3-96,European Commission:EU AI Act “no pause” political context,deep-research-report (2).md,375,1.0,v1.0.0-2026-02-14,governance-atlas-schema-1.0.0
S2-T3-97,97,EU AI Act US/EU clash context (Le Monde).,European Commission,report,news_article,evidence,"[""GPAI""]",independently_verifiable,official_or_intergov,unknown,voluntary,True,False,S2-T3-97,European Commission:EU AI Act US/EU clash context,deep-research-report (2).md,376,1.0,v1.0.0-2026-02-14,governance-atlas-schema-1.0.0
S2-T3-98,98,EU AI Act pressure context (Reuters).,European Commission,report,news_article,evidence,"[""GPAI""]",independently_verifiable,official_or_intergov,unknown,voluntary,True,False,S2-T3-98,European Commission:EU AI Act pressure context,deep-research-report (2).md,377,1.0,v1.0.0-2026-02-14,governance-atlas-schema-1.0.0
S2-T3-99,99,OECD policy initiative dashboard entry for HAIP Code of Conduct / reporting framework.,OECD,report,dashboard_entry,requirements,"[""GPAI""]",independently_verifiable,official_or_intergov,self_report_or_registry,voluntary,True,False,S2-T3-99,OECD:OECD policy initiative dashboard entry for HAIP Code of Conduct / reporting framework,deep-research-report (2).md,378,1.0,v1.0.0-2026-02-14,governance-atlas-schema-1.0.0
S2-T3-100,100,OECD event listing reinforcing launch date (Feb 2025).,OECD,report,event_page,evidence,"[""GPAI""]",independently_verifiable,official_or_intergov,self_report_or_registry,voluntary,False,True,S2-T3-12,OECD:OECD event listing reinforcing launch date,deep-research-report (2).md,379,1.0,v1.0.0-2026-02-14,governance-atlas-schema-1.0.0
